N,P,K,ph,temperature,humidity,rainfall,label,encoded_label
31,79,25,0.3728079203475626,23.18864385,22.3104551,63.38208822,kidneybeans,10
34,59,18,0.3482499993200979,23.38002569,21.98879437,87.66898664,kidneybeans,10
12,63,17,0.3440551554013265,18.358923,19.37703396,138.414764,kidneybeans,10
27,56,20,0.31692543582608235,19.25975367,20.51346956,94.9533526,kidneybeans,10
7,63,24,0.36605624785518287,22.95458237,24.03553105,107.7315386,kidneybeans,10
24,67,22,0.3287683829733915,20.120043,22.89845607,104.6252153,kidneybeans,10
11,71,24,0.3268674051073457,21.14011423,22.7182355,141.6056722,kidneybeans,10
37,74,15,0.3230663697000671,24.92360104,18.22590825,62.7089169,kidneybeans,10
25,76,24,0.32040040239151224,15.33042636,24.91506728,135.3315583,kidneybeans,10
34,66,17,0.37087663334576193,18.81097271,21.27833035,125.084915,kidneybeans,10
20,69,15,0.3778003437509905,23.44260668,22.77255917,107.4137246,kidneybeans,10
37,65,16,0.3388306886895266,22.8352024,18.97267518,63.59276673,kidneybeans,10
18,74,15,0.34269016238973626,24.9035819,22.27512704,146.4727237,kidneybeans,10
4,67,25,0.3799818892766653,23.78709569,24.35679348,119.6404412,kidneybeans,10
37,56,25,0.35301452009924816,22.05592283,19.60379304,126.7265372,kidneybeans,10
5,59,15,0.38373397422758593,18.87492997,20.18238348,134.1811718,kidneybeans,10
11,61,21,0.3152786228101996,18.62328774,23.02410338,135.3378033,kidneybeans,10
22,80,20,0.33665544049960305,23.00884744,18.86880997,100.118612,kidneybeans,10
12,61,19,0.33450409042981843,19.33162606,24.13995025,68.51253427,kidneybeans,10
5,74,21,0.32454772439460366,16.24469193,21.35793891,66.97053257,kidneybeans,10
27,69,22,0.3775183534601704,17.91652287,24.90814655,69.14681022,kidneybeans,10
31,75,18,0.36070512078006933,15.46789263,21.43780702,88.88796102,kidneybeans,10
36,68,20,0.366960035902409,17.06104474,23.77201471,81.83420522,kidneybeans,10
5,65,16,0.36732002348785864,21.32776028,18.48522915,109.1013261,kidneybeans,10
32,79,15,0.3423531025244877,23.90910104,20.74619325,81.60211243,kidneybeans,10
11,78,22,0.37879724929239234,23.89756791,22.74378977,112.6616435,kidneybeans,10
0,55,22,0.37510109405725556,22.98666928,20.57940608,143.8584938,kidneybeans,10
14,59,15,0.35368871976333016,21.35135729,22.91244883,146.4548645,kidneybeans,10
29,68,23,0.3611984044604597,24.1638445,19.27907819,116.7324324,kidneybeans,10
32,68,19,0.31250016624319443,24.62835037,18.18325169,149.7441028,kidneybeans,10
17,64,17,0.3355883703773017,21.02213209,24.93896255,124.6118471,kidneybeans,10
13,69,19,0.36687830458968484,17.30844532,20.01730914,115.199245,kidneybeans,10
14,67,22,0.32967750635412285,23.82576704,24.75485098,84.64143632,kidneybeans,10
9,69,20,0.3245254837299997,19.30607278,23.96362799,129.3449326,kidneybeans,10
20,73,22,0.38435927693171656,16.03768615,22.33195853,130.3900798,kidneybeans,10
40,78,20,0.33660498156898244,19.18572809,20.83398341,80.15293435,kidneybeans,10
27,72,23,0.382123304877085,19.92889503,21.79992115,64.02640797,kidneybeans,10
14,67,15,0.33984422477089105,19.56376468,24.67385131,139.2921004,kidneybeans,10
7,56,18,0.34113585554717085,18.31357543,24.32991649,76.14153904,kidneybeans,10
27,65,18,0.3250652113112673,20.10993761,23.22323766,73.36386477,kidneybeans,10
30,63,16,0.31431506108153784,23.60506572,21.90539577,100.5978728,kidneybeans,10
37,70,25,0.3599579535721903,19.73136909,24.89487354,84.06354115,kidneybeans,10
27,63,19,0.31995977301608935,20.93409877,21.1893007,133.1914419,kidneybeans,10
22,60,24,0.33060661841844796,18.78226261,20.24768314,104.2570723,kidneybeans,10
3,72,24,0.39295839542638455,36.51268371,57.92887167,122.6539694,pigeonpeas,19
40,59,23,0.27437628330881914,36.89163721,62.73178224,163.7266551,pigeonpeas,19
33,73,23,0.38583356403555114,29.23540524,59.38967583,103.3301803,pigeonpeas,19
27,57,24,0.40232881516200425,27.33534897,43.35795962,142.3303677,pigeonpeas,19
10,79,18,0.3296838963755092,21.0643684,55.46985938,184.6226709,pigeonpeas,19
30,75,25,0.45741596393765893,30.33276599,42.35249879,149.299952,pigeonpeas,19
40,70,20,0.3294908591013105,31.80130272,45.03186173,147.0361442,pigeonpeas,19
38,55,19,0.36699017770637954,33.18184225,38.23184742,198.8298806,pigeonpeas,19
35,58,20,0.3509846697001584,29.38538562,63.47742011,90.05422663,pigeonpeas,19
38,61,21,0.18533493681057922,30.27374995,67.38680755,127.7767134,pigeonpeas,19
33,58,24,0.2744415279309306,35.45790488,68.75810535,108.6333046,pigeonpeas,19
16,56,17,0.6128281770046113,33.80020039,40.03262418,176.6165894,pigeonpeas,19
31,72,17,0.36207727235735576,28.69180475,49.47225353,96.36222901,pigeonpeas,19
16,80,20,0.5963245426490784,31.24021696,56.67369054,122.0146733,pigeonpeas,19
27,72,17,0.44215045228810845,28.98039357,57.23265151,120.7435664,pigeonpeas,19
40,62,19,0.18552653263653673,27.32198928,34.13737127,96.51524028,pigeonpeas,19
18,58,16,0.2267235429433112,21.47607807,38.80023714,180.382234,pigeonpeas,19
3,68,16,0.22706978210771667,18.31910448,34.69776639,107.4721605,pigeonpeas,19
26,67,24,0.33249584449242464,36.97794384,37.73992903,161.4812963,pigeonpeas,19
16,70,20,0.3272989926569364,24.80467592,40.1242747,121.5639121,pigeonpeas,19
24,63,19,0.18301116564438058,19.3479443,55.96805489,194.5921148,pigeonpeas,19
9,76,25,0.3428684127283418,28.88302142,50.12323801,179.2155874,pigeonpeas,19
16,55,19,0.45235433640044986,19.54314136,47.19188279,192.4372194,pigeonpeas,19
28,75,21,0.3892105962530106,24.7741949,50.54621094,114.2821387,pigeonpeas,19
16,71,24,0.22418999852526578,18.33124824,38.40975482,139.6483317,pigeonpeas,19
24,70,21,0.31296265201106643,19.14729038,45.3733757,132.7748215,pigeonpeas,19
38,72,21,0.37281876985430495,28.23416057,49.4421345,186.5008581,pigeonpeas,19
9,66,21,0.3444822680697929,30.11812084,34.13307843,157.0858232,pigeonpeas,19
34,56,17,0.16226980860038143,33.4126864,35.42910045,139.6702541,pigeonpeas,19
1,76,19,0.4921633819653075,24.18553163,46.68746847,177.3377996,pigeonpeas,19
6,69,19,0.19379647281070866,26.88630675,41.69617915,94.46748008,pigeonpeas,19
26,73,21,0.22417351634452454,31.33170829,57.97429171,161.7820226,pigeonpeas,19
27,61,18,0.27393188414735525,33.30711818,67.07780816,108.5090168,pigeonpeas,19
27,71,23,0.5605996423190427,23.45379018,46.48714759,150.8712202,pigeonpeas,19
36,61,21,0.32848284963420804,34.53823889,39.04468913,168.5948318,pigeonpeas,19
17,73,18,0.33086918002730503,19.50112224,34.51086611,197.3752649,pigeonpeas,19
26,72,22,0.18197941683571872,28.76794904,37.57792132,91.72084869,pigeonpeas,19
17,64,16,0.5687173975012763,30.97758716,32.24914235,180.716828,pigeonpeas,19
14,74,19,0.4852332202666454,18.39759147,36.82639309,93.12330644,pigeonpeas,19
39,60,15,0.2331638263811091,35.09357419,30.98685456,116.9106908,pigeonpeas,19
6,66,15,0.4418202454058834,34.93174223,30.40046769,159.2649827,pigeonpeas,19
8,59,18,0.4217604056812675,29.50523036,35.72032498,187.8961851,pigeonpeas,19
2,67,18,0.3758611580980281,34.51934775,47.52980027,129.0064612,pigeonpeas,19
1,76,17,0.39002096651082374,28.43430726,52.10010827,147.0414824,pigeonpeas,19
16,73,19,0.18340044624488072,18.41645629,34.80541039,163.2747473,pigeonpeas,19
23,75,25,0.5555567151973047,31.07508973,47.19847683,91.31256412,pigeonpeas,19
32,70,20,0.4205207760561508,20.89342749,46.24856523,195.5697875,pigeonpeas,19
28,59,22,0.5516138881857566,30.90607799,52.79913039,170.9919828,pigeonpeas,19
5,62,23,0.1893322032586472,27.9348279,66.45457122,145.3728801,pigeonpeas,19
36,67,25,0.45305707873027123,35.95176642,36.52780776,136.0456753,pigeonpeas,19
1,66,23,0.20198192847335827,19.54317155,56.92831399,173.1686574,pigeonpeas,19
24,73,20,0.17167726822171037,19.63736208,32.31528909,176.4134092,pigeonpeas,19
17,67,18,0.3276279608796253,31.2192752,56.46868874,129.2028653,pigeonpeas,19
5,55,18,0.593646152199651,33.50876355,45.70976142,126.6738117,pigeonpeas,19
5,56,24,0.23612485732041755,24.80710166,45.01110015,188.4928637,pigeonpeas,19
37,77,17,0.32850067140229955,36.20970524,31.94550613,191.0658531,pigeonpeas,19
13,73,20,0.29342283126269597,30.50420876,35.48885969,162.5927723,pigeonpeas,19
6,63,23,0.3735176029030941,26.01630259,49.94704718,160.3337447,pigeonpeas,19
16,77,22,0.4773399416059596,31.48469278,35.6395615,100.546816,pigeonpeas,19
25,64,20,0.2026369921305865,33.15122581,32.45974539,105.0380275,pigeonpeas,19
34,75,24,0.19521301116541423,23.50222822,51.29019509,192.3023991,pigeonpeas,19
20,77,23,0.2605646980928663,34.87248659,38.83786012,148.2502786,pigeonpeas,19
35,80,25,0.21634553300312642,28.09269012,44.93322042,197.1144011,pigeonpeas,19
14,75,24,0.4558714550242109,24.54757829,57.3414485,118.3606557,pigeonpeas,19
36,80,21,0.5538332069955554,33.64769646,48.41490082,100.4673278,pigeonpeas,19
7,77,18,0.49004664453728486,20.5591255,60.54880693,191.0895109,pigeonpeas,19
29,78,25,0.38537663940578515,19.95991719,59.33157782,195.787103,pigeonpeas,19
30,60,21,0.3037350186951654,28.87667593,62.4901206,182.2688175,pigeonpeas,19
20,74,16,0.1951278150272705,36.04353699,43.61444121,159.8938645,pigeonpeas,19
19,57,23,0.5968048635591436,23.6734328,47.2879691,141.1250722,pigeonpeas,19
3,60,19,0.2046604372680344,25.74679443,40.7192594,100.7791633,pigeonpeas,19
5,77,19,0.42568516956884217,31.08564994,66.68832981,175.9303271,pigeonpeas,19
5,68,20,0.23269170535051975,18.72987676,61.33186249,139.8710041,pigeonpeas,19
37,73,21,0.3196522696045925,29.50304807,63.46513414,189.5208915,pigeonpeas,19
9,59,24,0.19324024081036795,20.43517772,39.37252634,137.2279662,pigeonpeas,19
20,72,15,0.5923117490244387,36.00415838,56.01334416,134.8596466,pigeonpeas,19
31,56,23,0.33545265341443875,31.46846241,35.39454002,174.5723999,pigeonpeas,19
0,70,21,0.1815899357792059,36.30049702,56.03021253,101.6073988,pigeonpeas,19
21,74,15,0.4614235848951933,29.49096726,67.10604388,153.2504506,pigeonpeas,19
13,67,18,0.2923657343324494,30.5753044,34.75591197,177.5764304,pigeonpeas,19
27,74,20,0.36624217104034906,24.69487673,59.96669215,91.95792434,pigeonpeas,19
29,72,24,0.5377064094164463,23.17409556,36.67847052,162.5931264,pigeonpeas,19
5,68,20,0.406963712747774,19.04380471,33.10695144,155.3705624,pigeonpeas,19
39,57,19,0.45363027329042516,29.32379604,45.93248374,165.4113371,pigeonpeas,19
22,62,16,0.20592754522921508,34.6455408,54.32342534,180.9009998,pigeonpeas,19
18,55,23,0.5413350170402602,21.9989826,56.31006755,136.8274312,pigeonpeas,19
39,77,21,0.1708791561056776,22.99774444,60.24218572,159.689339,pigeonpeas,19
13,75,20,0.5403740086764353,30.55992394,35.29006485,178.8998611,pigeonpeas,19
27,71,24,0.5536599902956025,31.46417866,48.17631461,165.405354,pigeonpeas,19
26,64,22,0.25821537974868536,25.95058595,40.58227261,109.1821183,pigeonpeas,19
23,55,16,0.24986811005189247,21.01142393,69.69141302,185.2039114,pigeonpeas,19
4,69,19,0.2907477700315174,19.25100056,47.70351758,149.063196,pigeonpeas,19
20,67,19,0.33694443897523163,19.24462755,50.54495302,180.6465282,pigeonpeas,19
7,74,17,0.3363224830622973,22.47253208,62.56532471,96.74706956,pigeonpeas,19
17,64,18,0.4003882905437429,36.75087487,58.25799145,124.6028153,pigeonpeas,19
35,71,17,0.5329692509608035,29.89286629,66.35375127,198.1403003,pigeonpeas,19
11,72,22,0.5191005269169646,29.37735586,44.82294584,172.40168,pigeonpeas,19
20,60,22,0.5243612343341402,29.65052947,42.89833235,186.9226052,pigeonpeas,19
10,71,18,0.41152997102229016,19.54284889,66.34777265,173.1106982,pigeonpeas,19
33,61,24,0.16526255948766222,20.04611791,48.93905624,122.4564203,pigeonpeas,19
3,49,18,0.02925371494164919,27.91095209,64.70930606,32.67891866,mothbeans,14
22,59,23,0.1348285587649234,27.32220619,51.27868781,36.5037914,mothbeans,14
36,58,25,0.7611393564951061,28.66024187,59.3189118,36.92629678,mothbeans,14
4,43,18,0.8298014189615863,29.02955344,61.09387478,72.98016599,mothbeans,14
29,54,16,0.722865623593643,27.78031515,54.65030015,32.05025323,mothbeans,14
32,43,22,0.2746351766815005,31.99928579,54.1077461,71.6266696,mothbeans,14
14,55,15,0.7068915797168207,27.33580911,55.27755933,73.44775287,mothbeans,14
5,35,20,0.9602120696535357,28.92952635,53.57014709,66.35634104,mothbeans,14
25,57,24,0.5396646097762703,27.65472156,58.59986279,36.94255012,mothbeans,14
11,53,24,0.6048121598581817,28.52396666,55.77264351,61.32935611,mothbeans,14
40,49,17,0.49492308337633206,31.02215872,45.89239456,53.56783314,mothbeans,14
38,56,25,0.6805915727717431,25.74095321,45.38497051,67.43488235,mothbeans,14
27,43,23,0.368655786156061,31.70447482,56.85420099,44.94317432,mothbeans,14
24,38,22,0.7305919839787169,24.47876451,58.51663927,34.96933295,mothbeans,14
23,45,21,0.8523028687515346,31.46511256,51.79939437,74.44330654,mothbeans,14
29,57,20,0.3689265980305444,25.60973447,50.7330069,53.39249517,mothbeans,14
31,35,23,0.6535958870442129,30.30260453,47.18283631,68.04039813,mothbeans,14
0,55,25,0.15853275240747455,28.17489437,43.6672299,45.78172762,mothbeans,14
7,45,22,0.9986192889976195,25.50634557,44.8302551,74.32635105,mothbeans,14
17,58,25,0.45889348135359476,31.12896766,43.58788762,32.76742894,mothbeans,14
11,44,17,0.7015895861366435,26.34043268,55.59160391,35.1051197,mothbeans,14
22,49,22,0.03208336212704854,28.23494706,61.5620517,72.66666443,mothbeans,14
9,51,19,0.3088730619617205,27.04453473,49.32609633,48.25207759,mothbeans,14
28,48,15,0.8940955750780502,25.16125354,55.25435777,40.89732789,mothbeans,14
26,50,19,0.3888583258352728,27.3179125,51.66921088,32.55919573,mothbeans,14
36,56,20,0.6115270562145789,25.4123765,49.66474269,31.87416982,mothbeans,14
8,60,18,0.04722564184870737,31.21629982,46.01868196,53.1205277,mothbeans,14
24,37,21,0.35977376637652836,30.573999,58.22686794,62.74803826,mothbeans,14
22,43,24,0.15844940034023858,25.42517036,53.2208266,46.19374559,mothbeans,14
36,43,24,0.0008789580943262543,27.09400578,43.65305437,41.53749535,mothbeans,14
22,44,24,0.3927779240538186,24.30935081,56.32938343,58.99536268,mothbeans,14
17,43,22,0.3100285498255493,30.06142622,45.90067655,41.0550915,mothbeans,14
8,45,15,0.17209230594248714,28.09568993,60.9835384,33.84110759,mothbeans,14
7,56,23,0.317318745296966,26.33908791,40.00933429,55.50429227,mothbeans,14
36,57,16,0.7446145304088767,28.61409059,57.14218792,57.02891698,mothbeans,14
11,45,19,0.0502740490602509,28.70012137,44.359648,44.11622138,mothbeans,14
6,36,22,0.8342920941223444,24.21610338,59.79236306,42.24783476,mothbeans,14
17,57,20,0.044915656426627426,28.50677929,45.20094476,66.1761456,mothbeans,14
4,47,20,0.1070607432241868,25.97948991,64.95585424,72.19245835,mothbeans,14
9,49,16,0.6464333235801505,30.88482722,41.36561835,55.053805,mothbeans,14
25,51,24,0.9156504555576097,25.5042419,61.66852372,65.07981523,mothbeans,14
36,44,21,0.15728592736012548,25.12528913,51.33189406,38.48678973,mothbeans,14
21,38,20,0.3560523961387726,27.10508014,63.56791363,62.20279647,mothbeans,14
37,57,20,0.5986519560808135,31.1006247,44.82069159,70.79934452,mothbeans,14
32,48,18,0.3870342571407208,26.45707778,56.40226277,64.16167699,mothbeans,14
29,44,20,0.7955032690459878,30.04132304,63.56222995,31.83192392,mothbeans,14
25,51,18,0.9260385287317665,27.77799528,54.82130787,50.28438729,mothbeans,14
10,44,24,0.7044201864600588,30.99256944,43.02151392,58.27600682,mothbeans,14
23,35,18,0.2969891068638276,26.4908332,47.36534833,36.99362831,mothbeans,14
9,60,23,0.43096519074401374,31.96987867,57.17377029,64.25520357,mothbeans,14
3,58,21,0.8795710376497234,25.36140526,46.82652785,55.60523179,mothbeans,14
22,42,22,0.6815980922706075,25.54249137,56.96640758,48.46797044,mothbeans,14
12,39,21,0.7276588301103184,28.99319096,62.85948245,70.4713043,mothbeans,14
39,36,22,0.8657801095114244,29.34317422,60.50320928,34.03335472,mothbeans,14
32,41,16,0.6527704531935166,28.63618921,61.39451307,68.54877876,mothbeans,14
30,41,15,0.370174056481571,24.83206631,44.17085032,52.0810886,mothbeans,14
19,36,22,0.41369681561095617,25.44689075,58.55363573,57.04826619,mothbeans,14
4,46,15,0.0,31.01274943,62.40392519,63.77192383,mothbeans,14
21,39,20,0.6038959254986742,27.06179658,52.3003173,60.74583498,mothbeans,14
35,57,25,0.7520048607345333,27.0956288,42.26206161,71.1271039,mothbeans,14
22,55,24,0.8018282853000003,28.56800579,57.30636014,64.53027638,mothbeans,14
35,51,17,0.008408657134663655,28.79929247,49.84213387,40.85534718,mothbeans,14
17,56,17,0.38129140760295555,27.94293692,45.41393636,69.66289997,mothbeans,14
28,57,17,0.9192752246587201,30.47757686,61.58245338,61.86633917,mothbeans,14
22,36,16,0.7277185014643248,30.58139475,50.77148138,64.58559639,mothbeans,14
11,41,19,0.2530235397800562,26.85911286,41.81420849,44.13827124,mothbeans,14
38,38,18,0.43378401237164366,26.31051759,61.18749126,35.73403813,mothbeans,14
23,37,24,0.6978093280184212,28.77833449,44.2252605,33.95825723,mothbeans,14
25,35,20,0.8426218078224392,28.90245417,43.35365671,71.90018566,mothbeans,14
40,45,20,0.5246607011546123,29.37687468,57.69622912,38.34303462,mothbeans,14
23,58,19,0.27041851027207275,24.17093241,58.25204566,59.18953429,mothbeans,14
2,56,23,0.6291019795994512,26.65333029,59.79023382,36.91852635,mothbeans,14
3,56,17,0.8093725457823555,28.19912143,53.50567601,52.13580529,mothbeans,14
26,51,25,0.6668009483499631,28.76488954,52.62741529,55.21606732,mothbeans,14
39,42,20,0.7077631455096967,29.3499706,61.25353851,40.82840673,mothbeans,14
27,59,20,0.13886461866115263,28.00937423,52.60950014,36.01203025,mothbeans,14
24,45,19,0.38063823156022203,26.85851927,48.8246387,34.7426459,mothbeans,14
7,40,17,0.781813661080571,31.2123945,40.92604945,53.78769958,mothbeans,14
15,45,23,0.5784207746742018,24.20422636,61.43378674,46.0203959,mothbeans,14
26,52,23,0.2219382713122824,29.98835437,49.60384796,52.92929636,mothbeans,14
20,45,16,0.174401417071546,29.93964907,54.61813464,45.43669946,mothbeans,14
34,54,24,0.2365740722470865,31.2119298,41.55934359,68.80141783,mothbeans,14
19,51,25,0.003205707797385715,26.80474415,48.23991436,43.87801983,mothbeans,14
29,41,21,0.8343331328644645,31.49398069,62.84916863,64.56807592,mothbeans,14
20,50,22,0.9178576362815178,30.99694676,46.42693735,38.31597852,mothbeans,14
11,40,23,0.35760696362080846,29.61253065,63.04749127,50.1978269,mothbeans,14
15,54,15,0.7542691367427401,29.97604322,57.03184356,44.86052932,mothbeans,14
35,55,22,0.7978083100937685,30.88883074,52.62696801,55.51932414,mothbeans,14
9,59,25,0.6522904960279152,30.39321309,60.16299493,35.37493212,mothbeans,14
40,45,18,0.27316347886596204,30.43683729,55.20522037,30.92014047,mothbeans,14
35,38,19,0.87211885365879,25.32688786,63.18180319,32.71129281,mothbeans,14
14,58,17,0.17121155323032689,30.53684308,59.96664731,33.48919022,mothbeans,14
40,55,18,0.5615943521750721,30.38257873,40.5926071,47.95406479,mothbeans,14
18,36,23,0.5768477593294989,24.01825377,53.76623369,35.03404425,mothbeans,14
35,52,15,1.0,28.69841277,61.14754363,65.67591794,mothbeans,14
4,59,22,0.8412189567722432,29.33743412,49.00323081,42.44054315,mothbeans,14
22,51,16,0.7985324492756836,27.96583691,61.34900107,70.10472076,mothbeans,14
33,47,17,0.7957220021684157,24.86803974,48.27531965,63.9187654,mothbeans,14
2,51,17,0.3629290146212423,25.87682261,45.96341933,38.53254678,mothbeans,14
16,51,21,0.0042387122164800894,31.01963639,49.9767522,32.81296548,mothbeans,14
19,55,20,0.5723725436972398,27.43329405,87.80507732,54.73367631,mungbean,15
8,54,20,0.5488765495168924,28.3340432,80.77275974,38.7976407,mungbean,15
36,55,20,0.4869442603843199,27.01470397,84.34262707,55.296354,mungbean,15
10,56,16,0.5168367463725723,28.17432665,81.04554836,36.35720652,mungbean,15
22,56,17,0.52657067434816,29.87888063,87.32761241,44.75215854,mungbean,15
9,57,24,0.5692342390397762,29.89232778,89.71503316,42.99498978,mungbean,15
34,59,23,0.533572530718265,28.56212158,83.24855855,56.48265193,mungbean,15
31,51,25,0.5741567057829324,27.53592929,85.5701901,53.01899249,mungbean,15
0,49,18,0.5420155071975297,29.68361658,87.93598094,41.82490236,mungbean,15
21,39,20,0.5536302436496834,28.14448546,82.1193047,46.75690086,mungbean,15
28,35,22,0.5679033580742106,29.53037621,86.73346018,59.87232071,mungbean,15
17,52,17,0.444800053272966,27.88352946,86.45147631,44.64407105,mungbean,15
24,42,23,0.45461092494389166,28.22471276,82.35916228,44.01206619,mungbean,15
28,46,16,0.49133269364776777,29.008124,84.96089355,45.91011391,mungbean,15
21,38,21,0.48720999927540976,29.75538903,86.45193297,37.54602719,mungbean,15
34,60,25,0.5114977211488645,29.78416743,85.16906976,40.77872823,mungbean,15
19,53,22,0.5206774686491087,27.8640132,80.4513142,42.83053902,mungbean,15
31,58,15,0.5624616847537312,27.11026483,84.96771717,51.52617423,mungbean,15
19,35,24,0.5254086955351307,27.11030369,83.64274107,49.11964582,mungbean,15
24,53,17,0.4535560456263239,28.95451232,89.07866095,57.65901369,mungbean,15
13,47,20,0.472720038876411,29.21780035,87.93724219,43.1386631,mungbean,15
31,53,16,0.45833577431424555,28.7420098,85.81675947,48.54598575,mungbean,15
28,45,23,0.4641290440599417,29.65021184,80.29868321,56.76278363,mungbean,15
31,37,21,0.4989874722636991,27.23924995,86.404241,37.31236904,mungbean,15
33,60,15,0.4674852891910377,28.95172351,81.67085323,56.51103293,mungbean,15
34,45,21,0.4327342704197731,28.18837136,82.60629652,37.01110438,mungbean,15
13,57,25,0.5222638730247504,28.30041493,86.20681554,50.47333854,mungbean,15
33,57,17,0.5099887725722458,27.89636126,88.71782287,57.79863368,mungbean,15
32,57,22,0.5076970079641294,28.6899851,87.50436797,44.56598352,mungbean,15
23,59,25,0.43792658983439714,27.8262623,88.73100226,56.68833819,mungbean,15
35,41,18,0.4976808346567121,28.70562673,81.59200689,59.87065439,mungbean,15
6,48,24,0.5110126112217979,28.6362812,84.61431076,48.48319335,mungbean,15
29,36,25,0.563815791402043,28.28511547,88.4393979,48.56690235,mungbean,15
4,36,22,0.5455370862397235,27.60887393,86.13316408,43.80041104,mungbean,15
10,59,22,0.5677668056965293,28.60901145,86.99495766,36.94616965,mungbean,15
14,48,21,0.5421938663951027,29.24598976,84.80084105,53.43228915,mungbean,15
8,50,21,0.42208845062440026,28.62911222,89.1148059,50.49913241,mungbean,15
20,40,15,0.5745798766681893,29.57329479,88.07505524,45.04467075,mungbean,15
36,43,22,0.4486746521491318,27.82684262,87.16679147,58.37249772,mungbean,15
14,57,15,0.484995620174526,29.8757015,83.14796296,40.12044158,mungbean,15
11,60,23,0.5486897010305032,27.33684386,88.50229102,51.09802625,mungbean,15
10,59,15,0.43842983271068947,29.83040388,89.30428305,58.86687093,mungbean,15
7,60,25,0.44988058292576183,28.2753171,82.76020821,56.04995423,mungbean,15
2,47,15,0.45047448588279704,29.86860065,85.99127934,58.41394143,mungbean,15
20,45,22,0.5287178499875704,29.5888162,89.9939693,54.96121262,mungbean,15
2,39,15,0.46246474596120235,28.07219563,82.9116472,49.61865305,mungbean,15
27,40,24,0.5533565344160263,27.84026517,89.99615558,52.84626009,mungbean,15
35,48,15,0.5407189828996395,27.10818093,87.4512669,55.03723979,mungbean,15
4,59,25,0.4233652490553461,27.68515114,81.94268594,54.62243308,mungbean,15
1,48,24,0.42425211108826966,29.34594634,85.60472562,59.03629954,mungbean,15
36,43,21,0.5653956774582298,28.36319404,84.8593608,52.93031105,mungbean,15
11,46,24,0.45946255358016597,27.65280218,89.80650642,56.52558045,mungbean,15
34,47,19,0.47649795263901384,27.31372793,85.44815232,53.15223123,mungbean,15
21,44,18,0.5635408809874369,27.06909959,86.89934108,50.46746116,mungbean,15
17,58,20,0.45481688315546964,28.06642822,85.91625451,39.23831035,mungbean,15
25,40,21,0.42675026219024426,27.73329078,81.13903037,44.17580911,mungbean,15
2,38,18,0.48444404982619504,27.53632932,89.92908171,45.48591922,mungbean,15
9,48,20,0.4467597258725674,29.66461594,84.28187572,56.09542002,mungbean,15
37,49,25,0.4526522695535843,29.9145443,85.85384444,41.39081525,mungbean,15
36,38,15,0.4379100314523787,28.36363858,87.59810657,57.99524359,mungbean,15
40,58,15,0.5401967584407146,29.46416042,87.60890009,43.15411472,mungbean,15
30,44,16,0.45683183200602473,29.73013036,82.89166381,50.91511275,mungbean,15
1,59,23,0.5722321719249308,27.46852989,87.17649,43.78420984,mungbean,15
9,48,22,0.45070316980343517,27.77076285,87.09979549,49.50812624,mungbean,15
14,41,17,0.5569271443147013,29.12939524,88.48312598,36.45012824,mungbean,15
35,52,19,0.49668020007362546,27.10606808,89.89593328,37.45680611,mungbean,15
31,48,17,0.48053258010674504,28.88078945,86.94206817,53.79732545,mungbean,15
4,41,20,0.48880991802531604,28.14720892,83.8001509,37.44800463,mungbean,15
30,37,25,0.5622223810187721,29.89129144,80.14487166,54.7960127,mungbean,15
9,35,20,0.530152036402558,27.41503453,80.98004661,40.53173216,mungbean,15
20,41,20,0.5549157321364842,29.27308605,89.4875022,50.9246554,mungbean,15
37,50,23,0.4705379702056416,29.65296893,88.48587386,56.01913159,mungbean,15
34,35,21,0.4944730490526643,28.44524991,82.67639542,58.18713162,mungbean,15
14,37,15,0.4784505668231691,27.96235681,83.97586797,48.9366954,mungbean,15
23,39,22,0.522536547631679,29.25649321,81.97952224,42.02483277,mungbean,15
5,45,21,0.46379703680590856,28.36291385,88.00989267,43.05130077,mungbean,15
22,37,20,0.4822422325836109,27.62749466,86.49366929,39.26137642,mungbean,15
40,51,17,0.5218777381373825,28.66086349,86.12194568,50.01534317,mungbean,15
27,56,20,0.4531628800047901,29.2114218,87.11497805,51.53848218,mungbean,15
31,40,22,0.444885033248303,29.40889385,86.16063492,53.35486977,mungbean,15
38,36,21,0.47456610439147995,28.02952623,84.8845732,36.12042927,mungbean,15
6,37,17,0.5063406781046778,28.08657178,80.35005927,38.14476781,mungbean,15
6,47,18,0.49927766492220016,29.16174608,80.28038146,40.16545979,mungbean,15
24,44,17,0.4916736870540468,29.8596912,80.03499648,50.66487502,mungbean,15
25,59,19,0.48549194179767086,29.06631494,83.6869203,43.95183726,mungbean,15
32,56,21,0.49733310194727376,27.38538997,88.66663953,58.29933073,mungbean,15
8,45,18,0.5452711776841574,27.93034941,85.42058715,43.25095608,mungbean,15
19,39,17,0.5264737191088451,29.2808618,81.8009244,44.47427436,mungbean,15
39,37,15,0.5158351743582634,28.9973145,83.78911515,59.84499208,mungbean,15
33,37,19,0.5720441709331026,27.92678579,86.5543196,43.4826194,mungbean,15
26,54,17,0.43043394094361453,28.5474135,88.9570454,49.4897245,mungbean,15
21,51,15,0.4936560041850213,29.36488409,89.1886954,48.30159325,mungbean,15
22,54,20,0.49531962937982943,28.56149805,83.63802195,41.013132,mungbean,15
29,45,16,0.47876634569336773,28.43683487,87.91332682,43.12063289,mungbean,15
